2025-09-08 14:23:44,391,1001,Create,500,500
2025-09-08 14:24:09,603,1001,Deposit,10000.0,10500.0
2025-09-08 14:24:26,456,1001,Withdraw,-500.0,10000.0
2025-09-09 23:26:59,682,1001,Create,500,500
2025-09-09 23:27:17,178,1001,Deposit,1000.0,1500.0
2025-09-09 23:27:58,490,1002,Create,500,500
2025-09-09 23:31:07,058,1001,Transfer-Debit,-100.0,1400.0
2025-09-09 23:31:07,058,1002,Transfer-Credit,100.0,600.0
2025-09-10 13:36:09,234,1001,Create,1000.0,1000.0
2025-09-10 13:38:00,132,1002,Create,500.0,500.0
2025-09-10 13:40:32,749,1001,Create,500.0,500.0
2025-09-10 13:45:34,942,1001,Create,3000.0,3000.0
2025-09-10 13:46:54,813,1001,DEPOSIT,2000.0,7000.0
2025-09-10 13:47:12,722,1002,Create,1000.0,1000.0
2025-09-10 13:47:40,389,1003,Create,2000.0,2000.0
2025-09-10 13:48:13,959,1004,Create,2000.0,2000.0
2025-09-10 13:48:41,874,1005,Create,20000.0,20000.0
2025-09-10 14:02:03,320,1006,Create,3000.0,3000.0
2025-09-10 15:05:07,381,1007,Create,1000.0,1000.0
2025-09-10 15:06:05,851,1007,DEPOSIT,100.0,1200.0
2025-09-10 15:06:28,118,1002,Withdraw,-100.0,900.0
2025-09-10 15:12:06,781,1001,DEPOSIT,200.0,7400.0
2025-09-11 15:49:34,156,1002,TRANSFER_OUT,-20.0,880.0
2025-09-11 15:49:34,156,1007,TRANSFER_IN,20.0,1220.0
2025-09-11 15:50:49,147,1007,Close,0,0
2025-09-11 16:27:27,366,1007,Interest_Calculation,292.8,1220.0
2025-09-11 16:27:52,897,1006,Interest_Calculation,1629.904576904296,3000.0
2025-09-11 16:28:16,346,1007,TRANSFER_OUT,-200.0,1020.0
2025-09-11 16:28:16,346,1006,TRANSFER_IN,200.0,3200.0
2025-09-11 16:28:30,493,1007,Close,0,0
2025-09-14 19:10:29,905,1008,Create,1978.0,1978.0
2025-09-14 19:11:04,395,1005,DEPOSIT,10000.0,40000.0
2025-09-14 19:11:20,713,1002,Withdraw,-109.0,771.0
2025-09-14 19:12:17,020,1001,Close,0,7400.0
2025-09-14 19:13:51,601,1001,Reopen,0,7400.0
2025-09-14 19:14:26,963,1001,Rename,0,7400.0
2025-09-14 19:28:25,553,1008,Interest_Calculation,553.84,1978.0
2025-09-14 20:09:53,261,1006,Interest_Calculation,4156.50020205514,3200.0
2025-09-14 20:11:00,545,1005,TRANSFER_OUT,-200.0,39800.0
2025-09-14 20:11:00,545,1007,TRANSFER_IN,200.0,1220.0
2025-09-14 20:14:28,681,1004,TRANSFER_OUT,-20.0,1980.0
2025-09-14 20:14:28,682,1006,TRANSFER_IN,20.0,3220.0
2025-09-14 20:36:33,343,1002,UpgradeAccountType,0,771.0
